Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
3357	nn auch bißhero zu nicht wenigem nachdencken/ und 	verwunderung	 ursache geweßt wie solches so leicht geschehen k	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Verwunderung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	zu
2806	sse Verenderung der Reiche/ der Lande vnd Stette/ 	verwuostung	  vn_ verenderung der Religion/ vn_ wirt in der wa	WOBD-1560-ST-neu2.txt	WOBD	1560	ST	neu2.txt	NA	Verwüstung	NEIN	ver	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2665	tt so wol gfellig gewesen/ das wir in jm erlangen 	verzeühung	 aller vnser sünden/ vnd durch jn ist versünet all	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Verzeihung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
2472	Todten aufferstehen/  vnd in seinem Namen Buß vnd 	Verzeyhung	 der Sünden zu allen Völckern gepredigt  werden."<	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Verzeihung	NEIN	ver	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
2828	e selbs vmkehren/ vnd seines jhrthumms halben vmb 	verzeihung	 bitten/ solte jhm verzihen/ vnd er wider zu der C	WOBD-1590-KT-061.txt	WOBD	1590	KT	061.txt	NA	Verzeihung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	um
1862	eblasen werden.  Dise Neigung ist gleichsamb eine 	Verzuckung	 in GOtt/ durch welche das Hertz nit mehr bey ihm 	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Verzückung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	u	NA
319	e_/ Da dencket der bößwicht er wölle sie bald inn 	verzweyffelung	  bringen/ wenn er jnen nur di se gedancken macht/	NOBD-1560-KT-046.txt	NOBD	1560	KT	046.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	in
1571	/ Vnd dardurch wie Cain vnd Judam/ euch begert in 	verzweiflung	 zustürtzen/  Da tröstet euch/ da haltet euch mit 	OOBD-1620-KT-075.txt	OOBD	1620	KT	075.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	in
5164	Gottlosen/ denn wenn die Suende auffwacht im Gewissen/ so macht sie einem so bange/ das jm Himel vnd Erden zu enge wird. Cain fellen in	verzweiffelung/	Saul ersticht sich/ Judas henget sich selbst. Anfenglich gehet vns die Suende suesse ein/ vnd lesset sich gar geringlich ansehen/ das jr viel sagen/ Ey	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	KEIN	in
1602	ögen/ Zum vierdten/  so reissen sie offt auß/ auß 	Verzweifflung	/ daß sie zu viel geschlagen werden/  Ein solches 	OOBD-1620-ST-076.txt	OOBD	1620	ST	076.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	JA	NA	NA	NA	KEIN	aus
1992	 Lasse dir disen edeln trost kein anfechtu_g oder 	verzweifflung	  auß deinem hertzen reissen. Rüff[?] mit Christo 	WMD-1530-KT-neu.txt	WMD	1530	KT	neu.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	s	NA
2876	 bewegen sie zu der Melancoley/ Vnsinnigkeit vnnd 	Verzweifflung	/ vnd verursachen/  daß sie in die Brunnen/ oder i	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Verzweiflung	NEIN	ver	SG	NEIN	NEIN	NA	NA	NA	b	zu
2706	ung%-----------------------------------  der 	vier teylung	 des Harns.  DEr harn wirt gteilt in mancher hand 	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Vierteilung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	NA
1281	liche liebig gegen gott/ das selb ist haltung vnd 	volbringung	 d[er] gebott gottes. ¶Das anderzeichen/  dobey di	OOBD-1500-KT-003.txt	OOBD	1500	KT	003.txt	NA	Vollbringung	NEIN	voll	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
3023	 den *Zodiacum* durchwan=dert:  Der Mond aber/ zu 	Vollendung	 seinesLauffs durch die zwölff himmlische Zeichen/	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Vollendung	NEIN	voll	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
3315	em alle Sinne.%-----------[013]  jhren anfang vnd 	vollstreckung	 habe/ auch dadurch gerichtet werden/ daß also das	WOBD-1680-ST-116.txt	WOBD	1680	ST	116.txt	NA	Vollstreckung	NEIN	voll	SG	NEIN	NEIN	NA	NA	prenom	s	NA
1507	weitter geschafft werd/ dem wölst du/ vnderthenig 	volziehung	 thun.   Vnnd wiewol vnser genedige Herren/ die La	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Vollziehung	NEIN	voll	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
2885	starriglich verbleiben/ vnd sehr eyferig seyen in 	vollziehung	 der bösen Wercken.  Zum vierdten ist er gewaffnet	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Vollziehung	NEIN	voll	SG	NEIN	JA	NA	NA	postnom	KEIN	in
1291	igen reichs järlich czesamen ko_men söllten/  von 	volziehung	 vnnd handthabung gesprochener vrtailen/  der wüll	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Vollziehung	NEIN	voll	SG	NEIN	JA	NA	NA	postnom	KEIN	von
2376	 erstlich nach Wehn (da dannen König Ladislaus zu 	vollziehung	 seines königlichen Beyschlaffens/  gen Prag gezog	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Vollziehung	NEIN	voll	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
1296	eyligen  reichs sachen/ recht frid vnnd jr baider 	volcziehung	 vnd handthabung. auch widerstannd gegen den vngla	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Vollziehung	NEIN	voll	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2242	eischlicher sin_ begreiffung/   Wie er dan in der 	vorbedeutung	 dieses Heiligen Sacramentz/   den Kynderen Jsrael	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Vorbedeutung	NEIN	vor	SG	NEIN	NEIN	NA	NA	postnom	b	in
500	edt geschicht/ in gewönlicher form/ nemblich  mit 	Vorbehaltung	 einem jeden sein einrede/ weil das Gericht wehret	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Vorbehaltung	NEIN	vor	SG	NEIN	JA	NA	NA	NA	KEIN	mit
2621	sdann erst auf des Käysers zweyten Printzen/  mit 	Vorbeygehung	 des Aeltern/ nemlich auf Ertz= Hertzog Carl von O	WMD-1710-ST-142.txt	WMD	1710	ST	142.txt	NA	Vorbeigehung	NEIN	vor	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
5166	?<h1>*In Nomine JESU.*	Vorbereitung.</h1>	<z>Lob und Ehr/ und Weissheit und Danck/ und Preiss und Krafft/ und Staerke/ sey unserm GOtt/ von Ewigkeit zu Ewigkeit. Amen.</z> ES pflegen sich die	NOBD-1710-KT-neu.txt	NOBD	1710	KT	neu.txt	NA	Vorbereitung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
2517	ickligkeit/ und stattlichen ingenii[?], oder auch 	Vorbildung	/ wie grosse/ vornehme/ geehrte/ reiche rc.  Leute	WMD-1680-KT-122.txt	WMD	1680	KT	122.txt	NA	Vorbildung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
815	  do sal dan werden ein 	voreinu_g	  von aller tzu storunge. als alle 	OMD-1500-KT-011.txt	OMD	1500	KT	011.txt	NA	Voreinung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	u	NA
1742	aigern wolten/  sollen die Obrigkeiten solches zu 	vorkehrung	 der ferrern Notturfft/ Vnserer N: O: Regierung al	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Vorkehrung	NEIN	vor	SG	NEIN	JA	NA	NA	postnom	KEIN	zu
704	ander Mangel/ kan der Hauß=Vatter allezeit  durch 	Vorschiebung	 der Schindel leichtlich wieder helffen.  Die einf	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Vorschiebung	NEIN	vor	SG	NEIN	JA	NA	NA	postnom	KEIN	durch
2903	peln darthut/  daß er in Außlegung der Träum/ vnd 	vorsehung	 zukünfftiger Dingen/  sonderliche Gnad vnd Weißhe	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Vorsehung	NEIN	vor	SG	NEIN	JA	NA	NA	postnom	KEIN	in
494	ewesen/ noch gehalten worden. Wir wöllen aber die 	vorsehung	 thun/%-------------------------------------------	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Vorsehung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	b	NA
402	ot zugebrauchen/  gefasst zumachen.  Durch welche 	vorsehung	 dann (wann also eine part die ander/ inn gleicher	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Vorsehung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	s	durch
2476	wenig ab/ daß sie alle mit jhren Widrigkeiten den 	Vorsprung	  auff die Zeiten der Aposteln thun wollen/ vnnd a	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Vorsprung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	b	NA
2630	 deßwegen dem König in Franckreich nachdrückliche 	Vorstellung	 thun liessen kehrte sich doch dieser so wenig da	WMD-1710-ST-142.txt	WMD	1710	ST	142.txt	NA	Vorstellung	NEIN	vor	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
3269	Haupts vnd des Hirns Zierde sind   das Hirn durch 	wachsung	 der Haar von groben Dämpffen  gereiniget wird/ vo	WOBD-1680-ST-116.txt	WOBD	1680	ST	116.txt	NA	Wachsung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	durch
3378	st/ welcher die lebendige Krafft erhält/ und alle 	Wachsung	 durch das *nutrimentum[?]* forttreibt/ beraubet w	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Wachsung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
907	npacken welchs den kindern sehr gut ist/ vnnd die 	wachsunge	 der tzeen leichtlichen macht.  Es pflegt sich oft	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wachsung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
941	schloffen sein.  <h1>Das Newndt Capittel. Fur dye 	wackelung	 der tzene.</h1> Denciu_ com_ocro ist wenn einem d	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wackelung	NEIN	NA	SG	JA	NEIN	JA	NA	postnom	b	für
947	-------------------------------[B8a]  So aber die 	wacklung	 kumbt von schlahen/  fallen/ ader der gleichen/ b	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wackelung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
401	 verwilligung  vnderschidliche ding/ erstlich die 	Warsagungen	/ dann die Teuffel können die zukünfftige ding wis	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Wahrsagung	NEIN	NA	PL	NEIN	NEIN	NA	NA	NA	b	NA
3006	ds=Finsternussen/ deßwegen dann auch die Zeit der 	Wärung	 vngleich  ist. nemblich lang/ wann sie groß/ vnd 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
3013	le bey einer Sonnen=Finsternus für eine Stund der 	Wärung	 gerechnet werden ein Jahr zur Würckung: bey einer	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
3035	tivè* alles nach *propor-tion*  der Gröse vnd der 	Wärung	 gerechnet/ treffen werde. Jnsonderheit aber ist d	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
3005	ey vns/ wie oben gemeld/ auff eilffZoll: vnnd die 	wärung	 erstreckt sich auff drithalb Stunden. Dabey dann 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
3021	---------------------------------------[009]  der 	wärung	/ bey einer Sonnen=Finsternus/ ein gantzes Jahr: b	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
3017	n/  vnnd erstrecke sich so lang/ als die zeit der 	Wärung	 der Finsternus/ nach den Stunden gerechnet/ vnd z	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
3033	*. Nun ist insgemein zu wissen/ weil die Zeit der 	Wärung	 dieser Finsternuß sich erstreckt vom *gradu longi	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
3011	mmen werden solle/ auß der zahl der Stunden jhrer 	Wärung	. Jn betrachtung  nun derselben/ solle bey einer S	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
3019	ist vnd auff drithalb Jahr von dato an/ weil jhre 	Wärung	 drithalb  Stunden h'elt/ jhre Würckung sich erstr	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
3003	llen gerechnet:  vnd dann auf die Stuud[sic!] jhr 	wärung	 gute achtung geben. Die grösse der Finsternuß ste	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Währung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
2786	ol jr aber vil seind der gottlosen  menschen/ die 	warnung	 vnd weissagung schendtlich verachten/ vnd sagen: 	WOBD-1560-ST-neu2.txt	WOBD	1560	ST	neu2.txt	NA	Warnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1162	s/ Meine Liebsten/  heute in dergleichen Noth zur 	Warnung	  für Augen solten wir nun nicht grosse Ursach ha	OMD-1680-KT-neu.txt	OMD	1680	KT	neu.txt	NA	Warnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	zu
2917	dem Menschlichen Geschlecht zur Nachrichtung  vnd 	Warnung	 seyen vorgesetzt/ vnd jhre Bedeutung zuerforschen	WOBD-1620-ST-078.txt	WOBD	1620	ST	078.txt	NA	Warnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	zu
1024	auch dieses beyleuffig dem guthertzigen Leser zur 	warnung	 vermelden/ wenn man die Egeln von aussen am Leibe	OMD-1590-ST-067.txt	OMD	1590	ST	067.txt	NA	Warnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	zu
476	der Vrtheilere einer oder mehr/ in besuchung vnnd 	wartung	 der Landtgericht/ etwas vnvleissig seyn würden/ s	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Wartung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	in
1735	aret ist/ zur Wohnung  außgezeigt/ auch jhnen zur 	wartung	 nothwendige Leuth zugegeben werden.  Vors Achte/ 	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Wartung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	zu
2719	s spricht in sinem buoch vo_ de_ harn/ mit nam_en 	wassersüchtu_g	 od[er] miltzwethum/ oder dz gegicht in de_ glider	WOBD-1530-ST-023.txt	WOBD	1530	ST	023.txt	NA	Wassersüchtung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
681	chen und Viehe.  *II.* Ein fliessendes Wasser/ zu 	Wässerung	 der Wiesen/ Aecker/ Pflan[?]tzen/  Fischteiche un	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Wässerung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	zu
3345	/ und schändlichen Paßquillanten in eine Schrifft=	wechslung	 sich weitläuffig  einzulassen/ und einem Spitzbub	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Wechslung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	in
939	ss/ kaldt wasser/ in den mundt nimpt.  Zu welcher 	wegknemung	 magk man diss gebrauchen/ Nim ein pfundt gutten w	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wegnehmung	NEIN	weg	SG	NEIN	NEIN	NA	NA	NA	s	zu
904	n der zubrechung den zenen wehe thut/ vnd an yhre 	wehegunge	 nicht zu geheth den daruon kommen merckliche sche	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehegung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	an
909	--------------[A6a]  <h1>Das Vierde Capittel. Von 	wehetagung	 der tzene.</h1> Was wehtagung ader schmertzen der	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	JA	NA	NA	postnom	KEIN	von
919	l seutz in weine halb ein halts im munde.  So die 	wehetagung	 der tzen mit grossen schössen ist/ so nim pfeffer	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	NA
934	wehetagen.  Vor die aussfressung der tzen vnd yhr 	wehetagung	/ Nim Pfeffer/ Bertram/ Broch wurtz milch/ auff la	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
912	 adern/ die in de tzene gehen/ Etliche halden das 	wehetagung	 der tzen eine aus de_ erbkranckheiten  sey/ die v	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
910	erde Capittel. Von wehetagung der tzene.</h1> Was 	wehtagung	 ader schmertzen der tzene ist/ weiß niemandts so 	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
932	ge bas selbest zugehet.  Wider dye aussholung vnd 	wetagu_g	 der tzen nim Pfeffer/ Bertram/ Galbanu_ storacis/	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	wider
923	_ stillet den schmertzen.  Garbe ist sehr gut fur 	wehtagung	 der tzen sunderlich mit butter vormischt vnd von 	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Wehtagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	KEIN	für
248	len/ forderist aber weilen auff denen Kirchtägen/ 	Kirchweyhungen	/ und Jahrmärckten/ vil Leuth zusammen  kom_men/ v	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	Kirch	Weihung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	s	NA
2765	rechten verstandt  der consecration/ das ist/ der 	weyhung	/  damit biß anher vil leüt sein  jrr gemacht word	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Weihung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
2762	/  noch besser verstehn/ warin_en  die krafft der 	weyhung	 des Brots  vnd Weins zum Sacrament/ des  Leibs vn	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Weihung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
2747	ellig seyen/ was von der Consecrierung/  das ist/ 	weyhung	/ dises  hochwürdigen Sacraments zuohalten  sey/ n	WOBD-1560-KT-043.txt	WOBD	1560	KT	043.txt	NA	Weihung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
1495	 derLeib in arbait bleib/ vberige Faulkait/  auch 	Weinsuchung	/ vermitten werd.   Es wirdt dir nit wenig daran l	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Weinsuchung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	KEIN	NA
1408	 Sondern vns auch solchs eröffnet hat/  durch die 	weissagung	 der Propheten/ vnd so deutlich/ das Christo in se	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	JA	NA	postnom	b	durch
384	: <z>Jch bezeuge allen/ die da hören die Wort der 	Weissagung	 in diesem Buch/ So jemand was darzu setzet/ so wi	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
2787	il seind der gottlosen  menschen/ die warnung vnd 	weissagung	 schendtlich verachten/ vnd sagen: Ja/ man hat vns	WOBD-1560-ST-neu2.txt	WOBD	1560	ST	neu2.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
385	emand dauon thut/ von den Worten des Buchs dieser 	Weissagung	/ so wird Gott abthun sein theil/  vom Buch des Le	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	DEM	NA
258	. am i. Das solt jr für das erst wissen/ das kein 	weißsagung	    in der schrifft auß aygner außlegung geschicht	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	s	NA
260	ß aygner außlegung geschicht dann es ist nie kain 	weyßsagung	 auß menschlichem willen herfür bracht/ sunder  di	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	s	NA
1399	h vnnd aller Patriarchen nichts anderst/ denn ein 	weissagung	 vnd Predigt von dem leiden vnd sterben vnsers Her	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	u	NA
1406	chatten/  oder das ichs noch deutlicher sag/ eine 	weissagung	 vnd Predigt von dem leiden Christi vnsers Herrn/ 	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	u	NA
1410	 Ja so einer aller Propheten	Weissagung	  von dem leiden Christi erzelen wolt/  würde es s	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
2003	 jn am Junsten tag aufferwecken/ nach lawt seiner 	weissagung	/ da er sagt/ <z-Joh6.40>Das ist der will des der 	WMD-1530-KT-neu.txt	WMD	1530	KT	neu.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
1413	 Figur/ nemlich durch die opffer des Gesetzes vn_ 	weissagung	 der Propheten sich angenomen/  Sondern auch selbs	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
1415	lein im Alten Testament durch die opfer durch die 	Weissagung	 der Propheten/  Sondern auch in dem Newen Testame	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Weissagung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	durch
124	berwisen werde_ möcht/ So solt es mit derselbign_ 	weisung	 vnd rechtuertigung darauf der todtstraff halben g	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Weisung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	mit
132	halßgerichts mit sambt vieren des gerichts solche 	weisung	 fur genugsam rechtlich erkennen vnnd wo er der an	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Weisung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
150	it clag/ antwort/ burgschafft/ fragen/ erfarung/  	weisung	 vn_ anders geha_delt/ auch darauf geurteilt wirt 	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Weisung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
5169	zuhalten vrsach bekommen: Auch der beiden theilen dienende Quardia im Bruederhoff/ die solchem allen vorzubawen/ verordnet gewesen/ sich getroesten sollen/ wann man nit mit fleiss	weiterungen	gesucht hette. Ferners/ was die vngruendtliche bezuechtigungen/ wegen Einbruchs/ Einsteigens/ Entfrembdung/ Raubes/ Name/ boeser Fuerschlaege vnd Gedancken/ vnnd dergleichen Gewalthaedtigen%-----------------------------------------------[017] Handlungen mehr belanget/ welche allen	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Weiterung	NEIN	NA	PL	JA	NEIN	NA	NA	NA	KEIN	NA
1428	ten  die Drewlianer zwaintzig Potten/ mit solcher 	werbung	/ das sy sich jrem Fürsten verherayten  wolte/ die	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Werbung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	mit
1956	m nae syme tzonamen/ want he hiesch Gaius <h1>Eyn 	wederlegung	 der meynu_ge der ghenre die anhangen der opinien 	WMD-1500-ST-013.txt	WMD	1500	ST	013.txt	NA	Widerlegung	NEIN	wider	SG	NEIN	NEIN	NA	NA	postnom	u	NA
2276	                                             ?<h1>	Widerlegung	 deß Gegenberichts  Spangenbergij.</h1>  VBer den 	WMD-1590-KT-neu.txt	WMD	1590	KT	neu.txt	NA	Widerlegung	NEIN	wider	SG	NEIN	NEIN	NA	NA	postnom	KEIN	NA
2824	r sich nuh dermassen den Weg gemacht/ kame er zur 	Widerlegunge	/ vnd saget letzlich/ daß er sich Gegentheyls bedr	WOBD-1590-KT-061.txt	WOBD	1590	KT	061.txt	NA	Widerlegung	NEIN	wider	SG	NEIN	NEIN	NA	NA	NA	b	zu
1518	  die Folg/ nit gehabt werden mög/ vnderricht mit 	widerschichung	/  der Clagzetel/ oder der *Messiuen*/ zugeben. Wo	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Widerschichung	NEIN	wider	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
2419	ertzen in bekantnuß deß Catholischen Glaubens ohn 	widersprechung	  in so vielen tausenten außgestanden die so gros	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Widersprechung	NEIN	wider	SG	NEIN	JA	NA	NA	NA	KEIN	ohne
2611	Allein jetzt wollte Franckreich mit 	Wiederabtrettung	 einiger%-------------[003] 	WMD-1710-ST-142.txt	WMD	1710	ST	142.txt	NA	Wiederabtretung	NEIN	wieder	SG	NEIN	JA	NA	NA	postnom	KEIN	mit
1129	 die Räder  die Wand/ die Wände der Winter/ die 	Winterung	/ &c.</m>  da höret man bald/ in der Ausspráche/  	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Winterung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
