Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
1637	Bergwercke wol und nuetzlich vorgestanden/ Unsere 	Ordenung	 in nachfolgenden Artickeln/ fleissig und fest geh	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1638	ptmans Oberbergmeisters und Bergwercks-Verwalters 	zulassung	/ auch alle Schichtmeister und Steiger/ ohne vorwi	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Zulassung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	zu	zulassen	
1639	ehen/ das Friede/ Gerechtigkeit/ und diese Unsere 	Ordnung	 unverbruechlich gehalten/ aller Betrug/ Untreu un	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1642	 nachgelassen.       OB wol hievorige Unsere Berg-	Ordnung	 vermocht/ das Unsere Bergamptleute in ihren Bergr	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	Berg	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1644	er Handelung seyn noch sitzen/ vielweniger einige 	Weisung	 thun/ wuerde sich aber einer oder mehr dieser Ver	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Weisung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	weisen	
1658	hrliche Masse/ nach Bergrecht/ und dieser Unserer 	Ordenung	 einkommen mag/ sol der Aufnehmer binnen angezeigt	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1659	er Weise leihen und bestetigen lassen/ Und welche 	Mutung	 ohne sonderliche zulassung deß Bergmeisters binne	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	muten	
1662	ugsame Ursachen/ der Bestetigung keine Frist oder 	Nachlassung	 thun/ und ob es Nohtdurfft oder Billigkeit wuerde	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Nachlassung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	nach	nachlassen	
1667	e Lehen in Unser Freyes gefallen seyn/ und solche 	Mutung	 fuer unkraefftig gehalten werden.       Der Achte	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	muten	
1669	urfft erfordert/ bey einander seyn/ daselbst alle 	Mutungen	 mit Verleihung und Einschreiben sollen bestetigt/	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	muten	
1671	dert/ gegenwertig seyn/ und aufsehen/ daß Unserer 	Ordnung	 genuege geschehe/ deßgleichen sol der Bergmeister	LEGA_P1_NoD_1673_BergOrdnungRAW.txt	LEGA	P1	NoD	1673	1675	BergOrdnungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1679	rkennt werden/ jedoch dem Klaegern auff neu seine 	Forderung	 rechtlich außzufuehren unbenohmen.       2. Wafer	LEGA_P1_NoD_1695_DuesseldorffRAW.txt	LEGA	P1	NoD	1695	1695	DuesseldorffRAW.txt	NA	Forderung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	fordern	
1695	und Gebrauch/ auch Empfahung und Geniessung aller 	Abnutzungen	 verbleiben/ und dem Beklagten allein auff den Eyg	LEGA_P1_NoD_1695_DuesseldorffRAW.txt	LEGA	P1	NoD	1695	1695	DuesseldorffRAW.txt	NA	Abnutzung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abnutzen	
1706	fft/ oder aber den Beweiß/ daß der Klaeger seiner 	Forderung	 unbefugt/ vor zu behalten.       10. Wolle aber d	LEGA_P1_NoD_1695_DuesseldorffRAW.txt	LEGA	P1	NoD	1695	1695	DuesseldorffRAW.txt	NA	Forderung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	fordern	
1721	n sub Tit. 15 §. Es soll auch der Appellant seine 	Ladung	 einzubringen/ und in der Sachen zu verfahren zuge	LEGA_P1_NoD_1695_DuesseldorffRAW.txt	LEGA	P1	NoD	1695	1695	DuesseldorffRAW.txt	NA	Ladung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	laden	
1738	hmer/ auff sein begehren/ und zu Beweisung seiner 	Muthung	/ einen Zettel zu geben verbunden seyn. Do aber de	LEGA_P1_OMD_1674_BergOrdnungRAW.txt	LEGA	P1	OMD	1674	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	muten	
1743	t vermessen/ und Lochsteine setzen lassen Welche 	Muthung	 aber ohne sonderliche Zulassung des BergVoigts bi	LEGA_P1_OMD_1674_BergOrdnungRAW.txt	LEGA	P1	OMD	1674	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	muten	
1749	che/ und darauff vermesse. Solches/ wie auch alle 	Muthungen	/ und Verleihungen/ Fristen/ Bestaettigung/ und Ve	LEGA_P1_OMD_1674_BergOrdnungRAW.txt	LEGA	P1	OMD	1674	1675	BergOrdnungRAW.txt	NA	Mutung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	muten	
1750	f vermesse. Solches/ wie auch alle Muthungen/ und 	Verleihungen	/ Fristen/ Bestaettigung/ und Vermessen/ soll er b	LEGA_P1_OMD_1674_BergOrdnungRAW.txt	LEGA	P1	OMD	1674	1675	BergOrdnungRAW.txt	NA	Verleihung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verleihen	
1792	Die Außraeumung der Heimligkeiten/ wie auch deren 	Uberschoepffung	/ nichts weniger die Schlagung des Mists außn Stae	LEGA_P1_OMD_1680_DreszdenRAW.txt	LEGA	P1	OMD	1680	1685	DreszdenRAW.txt	NA	Überschöpfung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	über	ueberschoepfen	
1794	nig weg gebracht werden kan. Und wird dergleichen 	Sauberung	 ieder vor seinem Hause zu beobachten wissen/ bey 	LEGA_P1_OMD_1680_DreszdenRAW.txt	LEGA	P1	OMD	1680	1685	DreszdenRAW.txt	NA	Sauberung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	saubern	
1817	yt. glorwuerdigsten Angedenckens/ wann Ihr einige 	Erinnerung	 geschehen were/ darzu in praeiudicium deß Hochloe	LEGA_P1_OOD_1657_WildtfangRAW.txt	LEGA	P1	OOD	1657	1655	WildtfangRAW.txt	NA	Erinnerung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erinnern	
1847	iser Ordnung/ auch Verhuetung aller Zerruett- vnd 	Vnordnung	/ der Schuelmaister Anzahl sovil thuen- vnd moegli	LEGA_P1_OOD_1659_SchulOrdnungRAW.txt	LEGA	P1	OOD	1659	1655	SchulOrdnungRAW.txt	NA	Unordnung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	un	ordnen	
1857	gii Medici ueberantwortet werden/ dessen Ampt und 	Verrichtung	 soll seyn/ das Sigillum Collegii zu verwahren/ un	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Verrichtung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verrichten	
1875	en/ niemands uebernehmen/ oder vor der Zeit seine 	Belohnung	 heraus fordern/ auch keine andere Kranckheit derr	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Belohnung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	belohnen	
1876	 erfahren/ und davon er in seinem Anbringen keine 	Meldung	 gethan/ zu curiren sich nicht unterstehen/ noch u	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Meldung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	melden	
1880	nicht im Collegio incorporirten von dem Urin ihre 	Meinung	 zu geben absolute bey Straff 10. Gulden verbotten	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Meinung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
1884	andern faelschlich verkleinern/ und/ da sie ihrer 	Handthierung	 halben/ mit einander in Irrung und Zweytracht ger	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Hantierung	NA	s	NEIN	NA	prenom	NA	SG	NA	JA	NA	hantieren	
1888	Wund-Artztes und Stuemplers Recept, oder sonstige 	Verschreibung	/ ohne des Decani Collegii Medici Wissen nicht fer	LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt	LEGA	P1	OOD	1700	1705	GesetzNuernbergRAW.txt	NA	Verschreibung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verschreiben	
1892	   SECUNDA PARS.       Vom Ritter-Rath und dessen 	Verfassung	.       DIeweilen aber alle Ordnungen und Satzunge	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Verfassung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verfassen	
1893	 und dessen Verfassung.       DIeweilen aber alle 	Ordnungen	 und Satzungen/ wie fleissig sie immer erwogen und	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	ordnen	
1894	rfassung.       DIeweilen aber alle Ordnungen und 	Satzungen	/ wie fleissig sie immer erwogen und angestellt/ a	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Satzung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	satzen	
1904	hlossen/ confirmiren.       6. Ob allen und jeden 	Ordnungen	 und Rechts-Verfassungen ernstlich halten/ auch al	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	ordnen	
1905	       6. Ob allen und jeden Ordnungen und Rechts-	Verfassungen	 ernstlich halten/ auch alles anders/ was in einem	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	Rechts	Verfassung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verfassen	
1913	chaden und Nachtheil wenden/ auff allen Satz- und 	Ordnungen	 eiferig halten/ Recht und Gerechtigkeit ertheilen	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	ordnen	
1914	Abschieden/ Capitulationen/ Außtraegen/ Satz- und 	Ordnungen	 gebuehrende Folge zu thun und sie daran in keiner	LEGA_P1_WMD_1694_RathsSatzungRAW.txt	LEGA	P1	WMD	1694	1695	RathsSatzungRAW.txt	NA	Ordnung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	ordnen	
1943	schiedlich Ding ist/ und sein wesentlich Thun und 	Ubung	 entweder in dem/ wie einer etwas erlangen oder er	LEGA_P1_WMD_1698_BergkRechtRAW.txt	LEGA	P1	WMD	1698	1695	BergkRechtRAW.txt	NA	Übung	wesentlich	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ueben	
1949	iner troestlichen Hoffnung zum Bergwerge/ (welche 	Hoffnung	 und Lust dann/ das Bergwerck allermeist bauet und	LEGA_P1_WMD_1698_BergkRechtRAW.txt	LEGA	P1	WMD	1698	1695	BergkRechtRAW.txt	NA	Hoffnung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	hoffen	
1960	rstehen/ Ursach zu nehmen/ einigerley Genieß oder 	Nuetzung	/ von einer solchen unterworffenen oder einverpfli	LEGA_P1_WMD_1698_BergkRechtRAW.txt	LEGA	P1	WMD	1698	1695	BergkRechtRAW.txt	NA	Nützung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	nuetzen	
1962	he dann mit besonderer unsers Urbuerers Gunst und 	Nachlassung	.       [Den Gewercken folget des Lehntraegers Rec	LEGA_P1_WMD_1698_BergkRechtRAW.txt	LEGA	P1	WMD	1698	1695	BergkRechtRAW.txt	NA	Nachlassung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	nach	nachlassen	
1965	d zugeeignet werden/ ungeacht/ derer von der Igla 	Satzung	 oder Gebraeuche.       [Bey dem Schaechten Raum l	LEGA_P1_WMD_1698_BergkRechtRAW.txt	LEGA	P1	WMD	1698	1695	BergkRechtRAW.txt	NA	Satzung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	satzen	
1974	       DIeweil deß Heil. Roemischen Reichs Muentz-	Ordnung	/ Anno Fuenffzehen hundert fuenfftzig neun auffger	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	Münz	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1979	lbigen absagen.       DIeweil deß Heiligen Reichs 	Ordnung	 und Abschied außtruecklich und klar melden/ daß a	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
1983	 Unzucht geschwaengert werden/ welche solche ihre 	Schwaengerung	 boeßlich verhelen und vertuschen/ heimlich gebaer	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	NA	Schwängerung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	schwaengern	
1984	n hinfuehro einige dergleichen Weibs-Persohn ihre 	Schwaengerung	 verhelet/ oder/ das groeber ist/ verlaeugnet/ und	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	NA	Schwängerung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	schwaengern	
1986	berwundenen Mutter halben/ so solche gefaehrliche 	Hinlegung	 gethan/ Raths pflegen.       Der XXIII. Titul.   	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	NA	Hinlegung	gefährlich	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	hin	hinlegen	
1988	sen es dißfalls bey gemeiner der Rechts-Gelehrten 	Meynung	 verbleiben: Wo nemblich ein Todschlaeger den bega	LEGA_P1_WMD_1700_LandRechtRAW.txt	LEGA	P1	WMD	1700	1705	LandRechtRAW.txt	NA	Meinung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
2001	yen verfertigen lassen/ vnd also einige Klag oder 	Handlung	 ehender nicht/ es habe dann forderist die Legitim	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	NA	Handlung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
2008	den.       8. Derwegen Vnser ernstlicher Will vnd 	Meynung	/ daß fuerohin in Verfertigung der Actorum, diß Or	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	NA	Meinung	ernstlich	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
2013	Vnrichtigkeiten fuerkommen/ so ist Vnser endliche 	Meynung	 vnd Befelch/ daß fuerohin in Gerichtlichen Sachen	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	NA	Meinung	endlich	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	meinen	
2017	auff welchen Tag vnd Stund den Appellanten solche 	Verkuendigung	 vnd Erinnerung beschehen/ sie die Stadt: Ampt: vn	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	NA	Verkündigung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verkuendigen	
2018	nd Stund den Appellanten solche Verkuendigung vnd 	Erinnerung	 beschehen/ sie die Stadt: Ampt: vnnd Gerichtsschr	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	NA	Erinnerung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erinnern	
2021	bloß vorgehendem Tit. dieser Vnserer Hoffgerichts-	Ordnung	 versehen/ durch die Stadt: Ampt: oder Gerichtssch	LEGA_P1_WOD_1654_HoffgerichtsOrdnungRAW.txt	LEGA	P1	WOD	1654	1655	HoffgerichtsOrdnungRAW.txt	Hofgerichts	Ordnung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
2033	 Gerechtigkeit deß Hofs versaumt/ und diese seine 	Anforderung	 fuer ein gemeine Schuldt geacht und erkaennt.    	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Anforderung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	an	anfordern	
2036	e/ gedeyen und folgen: Oder im fall seiner selbst 	Verwarlosung	/ seine Anforderung fuer ein gemeine Schuldt erkan	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Verwahrlosung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verwahrlosen	
2037	n: Oder im fall seiner selbst Verwarlosung/ seine 	Anforderung	 fuer ein gemeine Schuldt erkannt werden.       De	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Anforderung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	an	anfordern	
2042	s in Wirthshaeusern truencken/ oder in ihre eigne 	Haußhaltunge	/ oder bißweilen an andere Ort holen lassen/ und s	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Haushaltung	eigene	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	NA	haushalten	
2044	 auf Vatter und Mutter Todt/ oder der Verpflegten 	Verheurathung	 hingeben/ noch auch jemands auf Borg oder Beit sp	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Verheiratung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verheiraten	
2045	 Borg oder Beit kaufft oder gespielt/ gantz keine 	Bezahlung	 schuldig seyn: Wir wollen auch in solchen verbott	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Bezahlung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	bezahlen	
2048	erte und gebesserte Juden-Freyheit/ und derselben 	Verkuendung	/ und deß Heiligen Reichs in Anno 1551. aufgericht	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Verkündung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verkuendigen	
2049	und deß Heiligen Reichs in Anno 1551. aufgerichten gemeinen Reichs-Abschied und 	Ordnung	 gesehen/ mueglichs Fleiß dahin gedacht werden/ da	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Ordnung	gemein	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
2057	mselben nichts benommen seyn.       Der Statt Ulm 	Ordnungen	       Fuenffter Theil.       Titul.       Von Str	LEGA_P1_WOD_1683_UlmRAW.txt	LEGA	P1	WOD	1683	1685	UlmRAW.txt	NA	Ordnung	NA	s	NEIN	NA	prenom	NA	PL	JA	NEIN	NA	ordnen	
2065	en/ vor Schaden verhuetet/ und sollen dergleichen 	Handlungen	 durch die Amptleuth/ in solcher guter Erfahrung g	LEGA_P1_WOD_1698_LandsOrdnungRAW.txt	LEGA	P1	WOD	1698	1695	LandsOrdnungRAW.txt	NA	Handlung	NA	s	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
2069	rderen/ oder aber die vorige/ oder erster Instanz 	Handlung	 zu entlicher Eroerterung schweben/ und fuerlauffe	LEGA_P1_WOD_1698_LandsOrdnungRAW.txt	LEGA	P1	WOD	1698	1695	LandsOrdnungRAW.txt	NA	Handlung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	handeln	
2074	ber zu erkennen heimgestellt/ oder aber ob solche 	Handlung	/ an Unsere Ober-Amptleuth/ oder Statt-Gericht (da	LEGA_P1_WOD_1698_LandsOrdnungRAW.txt	LEGA	P1	WOD	1698	1695	LandsOrdnungRAW.txt	NA	Handlung	NA	s	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	handeln	
2077	dnung/ und Kayser Carlins Peinliche Halß-Gerichts-	Ordnung	 kein außtruckenliche Decision, oder Erkantnus eiv	LEGA_P1_WOD_1698_LandsOrdnungRAW.txt	LEGA	P1	WOD	1698	1695	LandsOrdnungRAW.txt	NA	Ordnung	peinlich	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	ordnen	
2099	wann derselbe zuvor der Contrahenten beyderseits Eltern/ oder Vormuendere (dafern sie in der Naehe/ und darum ersucht werden koennen)	Einwilligung	/ absonderlich aber/ daß die Verlobte ledige Perso	LEGA_P2_NoD_1700_BraunschweigRAW.txt	LEGA	P2	NoD	1700	1705	BraunschweigRAW.txt	NA	Einwilligung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ein	einwilligen	
2112	it Gassenlauffen bestraffet/ geschehe aber Unsern 	Verstungen	 und Posten desfalls einiger Schade/ alsdann der V	LEGA_P2_NoD_1700_BraunschweigRAW.txt	LEGA	P2	NoD	1700	1705	BraunschweigRAW.txt	NA	Festung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	festen	
2116	/ oder stoesset/ sol von derselben deßfalls keine 	Verantwortung	 gefordert werden.       ARTICULUS XXII.       Den	LEGA_P2_NoD_1700_BraunschweigRAW.txt	LEGA	P2	NoD	1700	1705	BraunschweigRAW.txt	NA	Verantwortung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verantworten	
2118	mit Worten und Wercken gehorsamen/ und sich deren 	Verordnung	 bequemen Wer dawider handelt/ sol vors Kriegs-Ge	LEGA_P2_NoD_1700_BraunschweigRAW.txt	LEGA	P2	NoD	1700	1705	BraunschweigRAW.txt	NA	Verordnung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verordnen	
2123	nen/ und fort treiben/ auf daß kein Saeumniß oder 	Verhinderung	 verspueret werde Solte aber durch der Officirer 	LEGA_P2_NoD_1700_BraunschweigRAW.txt	LEGA	P2	NoD	1700	1705	BraunschweigRAW.txt	NA	Verhinderung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verhindern	
2149	 etwas seltzam geworden so wird deren flessigere 	Beobachtung	/ ohne eintzige Außnahm/ aller und jeder Facultaet	LEGA_P2_NoD_1707_ReglementRAW.txt	LEGA	P2	NoD	1707	1705	ReglementRAW.txt	NA	Beobachtung	fleißig	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	beobachten	
2165	welcher sich hernach anders betragen/ noch seiner 	Verschreibung	 und Zusage gemaeß in dem halb-jaehrigen Examine z	LEGA_P2_NoD_1707_ReglementRAW.txt	LEGA	P2	NoD	1707	1705	ReglementRAW.txt	NA	Verschreibung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verschreiben	
2167	III.         Und damit allen bisshero verspuerten 	Unordnungen	 oder Unterschleiff so viel fueglicher vorgebeuget	LEGA_P2_NoD_1707_ReglementRAW.txt	LEGA	P2	NoD	1707	1705	ReglementRAW.txt	NA	Unordnung	verspürt	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	un	ordnen	
2175	sen werden/ Es waere dann/ daß Ferien oder andere 	Verhinderungen	 dem Rahte vorfielen/ so sollen sie sich gleichwol	LEGA_P2_NoD_1724_StadtRechtRAW.txt	LEGA	P2	NoD	1724	1725	StadtRechtRAW.txt	NA	Verhinderung	NA	s	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verhindern	
2181	  [Unbeweglicher Gueter und anderer Kostbarkeiten 	Verwendung	/ ist ohne zuvor erhaltenes Decret von der Waeysen	LEGA_P2_OMD_1709_WaeysenOrdnungRAW.txt	LEGA	P2	OMD	1709	1705	WaeysenOrdnungRAW.txt	NA	Verwendung	NA	s	NEIN	NA	prenom	NA	SG	NEIN	NEIN	ver	verwenden	
2192	 Darlehn zu salviren sich saeumig erwiesen/ aller 	Verantwortung	 billich frey verbleibet/ und gelassen wird.      	LEGA_P2_OMD_1709_WaeysenOrdnungRAW.txt	LEGA	P2	OMD	1709	1705	WaeysenOrdnungRAW.txt	NA	Verantwortung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verantworten	
2204	ht und Condition gemaeß/ arbeiten zu lassen/ ihre 	Neigung	 und Geschickligkeit zu dieser oder jener Professi	LEGA_P2_OMD_1709_WaeysenOrdnungRAW.txt	LEGA	P2	OMD	1709	1705	WaeysenOrdnungRAW.txt	NA	Neigung	NA	s	NEIN	NA	prenom	NA	SG	JA	NEIN	NA	neigen	
2215	eses Muttertheils denen unmuendigen Kindern keine 	Verkuertzung	 geschehen zu seyn/ die Deputation befindet/ noch 	LEGA_P2_OMD_1709_WaeysenOrdnungRAW.txt	LEGA	P2	OMD	1709	1705	WaeysenOrdnungRAW.txt	NA	Verkürzung	NA	s	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verkuerzen	
